Country,Level 1 Index,Time,Indprod Index Value (I21)
PT,C,2022-02,98.9
PT,C,2022-03,110.0
PT,C,2022-04,98.8
PT,C,2022-05,111.3
PT,C,2022-06,105.4
PT,C,2022-07,108.4
PT,C,2022-08,86.2
PT,C,2022-09,105.7
PT,C,2022-10,100.2
PT,C,2022-11,105.0
PT,C,2022-12,87.6
PT,C,2023-01,99.8
PT,C,2023-02,94.3
PT,C,2023-03,111.3
PT,C,2023-04,93.0
PT,C,2023-05,106.6
PT,C,2023-06,102.7
PT,C,2023-07,103.3
PT,C,2023-08,81.3
PT,C,2023-09,97.1
PT,C,2023-10,96.4
PT,C,2023-11,101.2
PT,C,2023-12,81.0
PT,C,2024-01,99.5
PT,C,2024-02,96.8
PT,C,2024-03,101.0
PT,C,2024-04,101.2
PT,C,2024-05,104.5
PT,C,2024-06,97.0
PT,C,2024-07,107.3
PT,C,2024-08,79.2
PT,C,2024-09,100.5
PT,C,2024-10,107.3
PT,C,2024-11,99.4
PT,C,2024-12,85.5
PT,C,2025-01,96.9
PT,C,2025-02,97.5
PT,C,2025-03,99.0
PT,C,2025-04,95.3
PT,C,2025-05,104.0
PT,C,2025-06,96.3
PT,C,2025-07,106.8
PT,C,2025-08,76.7
PT,D,2000-01,119.1
PT,D,2000-02,105.9
PT,D,2000-03,102.4
PT,D,2000-04,104.2
PT,D,2000-05,113.7
PT,D,2000-06,93.3
PT,D,2000-07,102.6
PT,D,2000-08,101.8
PT,D,2000-09,113.1
PT,D,2000-10,105.9
PT,D,2000-11,118.3
PT,D,2000-12,131.6
PT,D,2001-01,143.1
PT,D,2001-02,122.5
PT,D,2001-03,134.3
PT,D,2001-04,112.1
PT,D,2001-05,110.9
PT,D,2001-06,108.5
PT,D,2001-07,114.4
PT,D,2001-08,102.9
PT,D,2001-09,112.9
PT,D,2001-10,113.3
PT,D,2001-11,119.1
PT,D,2001-12,134.6
PT,D,2002-01,133.5
PT,D,2002-02,109.6
PT,D,2002-03,120.4
PT,D,2002-04,109.8
PT,D,2002-05,106.5
PT,D,2002-06,112.9
PT,D,2002-07,120.9
PT,D,2002-08,99.3
PT,D,2002-09,108.0
PT,D,2002-10,109.2
PT,D,2002-11,111.2
PT,D,2002-12,122.8
PT,D,2003-01,145.3
PT,D,2003-02,128.2
PT,D,2003-03,123.4
PT,D,2003-04,114.4
PT,D,2003-05,114.6
PT,D,2003-06,110.4
PT,D,2003-07,115.0
PT,D,2003-08,104.2
PT,D,2003-09,109.0
PT,D,2003-10,110.7
PT,D,2003-11,121.4
PT,D,2003-12,136.6
PT,D,2004-01,120.8
PT,D,2004-02,109.2
PT,D,2004-03,109.4
PT,D,2004-04,86.5
PT,D,2004-05,95.5
PT,D,2004-06,97.5
PT,D,2004-07,100.9
PT,D,2004-08,83.7
PT,D,2004-09,100.1
PT,D,2004-10,95.9
PT,D,2004-11,108.8
PT,D,2004-12,114.4
PT,D,2005-01,102.6
PT,D,2005-02,96.5
PT,D,2005-03,96.2
PT,D,2005-04,82.6
PT,D,2005-05,82.3
PT,D,2005-06,88.3
PT,D,2005-07,91.3
PT,D,2005-08,81.7
PT,D,2005-09,79.4
PT,D,2005-10,81.1
PT,D,2005-11,100.4
PT,D,2005-12,102.1
PT,D,2006-01,104.5
PT,D,2006-02,93.3
PT,D,2006-03,99.5
PT,D,2006-04,86.8
PT,D,2006-05,87.9
PT,D,2006-06,84.3
PT,D,2006-07,96.5
PT,D,2006-08,92.0
PT,D,2006-09,85.4
PT,D,2006-10,90.5
PT,D,2006-11,98.8
PT,D,2006-12,119.6
PT,D,2007-01,116.9
PT,D,2007-02,96.8
PT,D,2007-03,98.2
PT,D,2007-04,85.1
PT,D,2007-05,88.7
PT,D,2007-06,87.6
PT,D,2007-07,93.5
PT,D,2007-08,82.8
PT,D,2007-09,81.7
PT,D,2007-10,84.8
PT,D,2007-11,91.2
PT,D,2007-12,101.2
PT,D,2008-01,106.1
PT,D,2008-02,90.1
PT,D,2008-03,85.3
PT,D,2008-04,82.5
PT,D,2008-05,84.6
PT,D,2008-06,84.1
PT,D,2008-07,94.5
PT,D,2008-08,86.0
PT,D,2008-09,87.7
PT,D,2008-10,87.7
PT,D,2008-11,90.0
PT,D,2008-12,101.5
PT,D,2009-01,111.6
PT,D,2009-02,103.1
PT,D,2009-03,99.1
PT,D,2009-04,86.0
PT,D,2009-05,89.6
PT,D,2009-06,87.6
PT,D,2009-07,95.1
PT,D,2009-08,94.4
PT,D,2009-09,99.3
PT,D,2009-10,97.8
PT,D,2009-11,97.7
PT,D,2009-12,124.3
PT,D,2010-01,132.9
PT,D,2010-02,112.5
PT,D,2010-03,117.2
PT,D,2010-04,102.1
PT,D,2010-05,104.1
PT,D,2010-06,93.3
PT,D,2010-07,100.6
PT,D,2010-08,94.0
PT,D,2010-09,95.1
PT,D,2010-10,91.8
PT,D,2010-11,107.7
PT,D,2010-12,135.2
PT,D,2011-01,125.1
PT,D,2011-02,114.8
PT,D,2011-03,118.5
PT,D,2011-04,90.6
PT,D,2011-05,108.5
PT,D,2011-06,94.8
PT,D,2011-07,99.0
PT,D,2011-08,97.5
PT,D,2011-09,96.8
PT,D,2011-10,98.2
PT,D,2011-11,102.4
PT,D,2011-12,104.8
PT,D,2012-01,99.0
PT,D,2012-02,96.0
PT,D,2012-03,87.4
PT,D,2012-04,80.5
PT,D,2012-05,84.2
PT,D,2012-06,83.6
PT,D,2012-07,91.5
PT,D,2012-08,89.6
PT,D,2012-09,87.6
PT,D,2012-10,83.3
PT,D,2012-11,102.1
PT,D,2012-12,99.3
PT,D,2013-01,117.8
PT,D,2013-02,108.0
PT,D,2013-03,126.7
PT,D,2013-04,111.7
PT,D,2013-05,95.7
PT,D,2013-06,87.5
PT,D,2013-07,82.5
PT,D,2013-08,86.1
PT,D,2013-09,85.3
PT,D,2013-10,91.1
PT,D,2013-11,103.0
PT,D,2013-12,108.7
PT,D,2014-01,137.9
PT,D,2014-02,123.3
PT,D,2014-03,118.2
PT,D,2014-04,98.1
PT,D,2014-05,89.9
PT,D,2014-06,86.3
PT,D,2014-07,87.8
PT,D,2014-08,85.1
PT,D,2014-09,89.0
PT,D,2014-10,94.2
PT,D,2014-11,110.2
PT,D,2014-12,111.4
PT,D,2015-01,109.0
PT,D,2015-02,115.3
PT,D,2015-03,107.8
PT,D,2015-04,89.3
PT,D,2015-05,99.2
PT,D,2015-06,92.1
PT,D,2015-07,100.4
PT,D,2015-08,91.5
PT,D,2015-09,95.1
PT,D,2015-10,113.3
PT,D,2015-11,99.2
PT,D,2015-12,101.9
PT,D,2016-01,137.3
PT,D,2016-02,133.9
PT,D,2016-03,121.6
PT,D,2016-04,121.4
PT,D,2016-05,116.4
PT,D,2016-06,108.8
PT,D,2016-07,112.9
PT,D,2016-08,109.8
PT,D,2016-09,107.5
PT,D,2016-10,103.1
PT,D,2016-11,115.3
PT,D,2016-12,121.7
PT,D,2017-01,137.3
PT,D,2017-02,122.4
PT,D,2017-03,121.5
PT,D,2017-04,104.8
PT,D,2017-05,110.9
PT,D,2017-06,113.6
PT,D,2017-07,123.9
PT,D,2017-08,124.9
PT,D,2017-09,111.4
PT,D,2017-10,98.7
PT,D,2017-11,111.1
PT,D,2017-12,117.3
PT,D,2018-01,126.1
PT,D,2018-02,113.2
PT,D,2018-03,146.6
PT,D,2018-04,114.7
PT,D,2018-05,102.6
PT,D,2018-06,115.4
PT,D,2018-07,123.2
PT,D,2018-08,115.7
PT,D,2018-09,110.4
PT,D,2018-10,105.0
PT,D,2018-11,118.7
PT,D,2018-12,117.5
PT,D,2019-01,123.6
PT,D,2019-02,91.9
PT,D,2019-03,91.0
PT,D,2019-04,98.9
PT,D,2019-05,97.7
PT,D,2019-06,94.0
PT,D,2019-07,107.4
PT,D,2019-08,90.3
PT,D,2019-09,92.9
PT,D,2019-10,100.8
PT,D,2019-11,122.9
PT,D,2019-12,140.7
PT,D,2020-01,141.8
PT,D,2020-02,106.1
PT,D,2020-03,105.9
PT,D,2020-04,82.8
PT,D,2020-05,80.1
PT,D,2020-06,83.5
PT,D,2020-07,94.0
PT,D,2020-08,101.3
PT,D,2020-09,110.9
PT,D,2020-10,114.2
PT,D,2020-11,109.4
PT,D,2020-12,119.2
PT,D,2021-01,126.3
PT,D,2021-02,128.5
PT,D,2021-03,108.9
PT,D,2021-04,94.7
PT,D,2021-05,85.9
PT,D,2021-06,93.8
PT,D,2021-07,93.9
PT,D,2021-08,78.3
PT,D,2021-09,88.8
PT,D,2021-10,87.3
PT,D,2021-11,102.4
PT,D,2021-12,111.3
PT,D,2022-01,104.8
PT,D,2022-02,77.7
PT,D,2022-03,104.0
PT,D,2022-04,90.7
PT,D,2022-05,87.3
PT,D,2022-06,83.8
PT,D,2022-07,86.3
PT,D,2022-08,81.8
PT,D,2022-09,87.1
PT,D,2022-10,89.0
PT,D,2022-11,105.9
PT,D,2022-12,132.1
PT,D,2023-01,135.1
PT,D,2023-02,110.7
PT,D,2023-03,87.4
PT,D,2023-04,70.0
PT,D,2023-05,75.6
PT,D,2023-06,80.3
PT,D,2023-07,84.5
PT,D,2023-08,81.6
PT,D,2023-09,77.1
PT,D,2023-10,97.4
PT,D,2023-11,118.3
PT,D,2023-12,109.1
PT,D,2024-01,126.1
PT,D,2024-02,115.2
PT,D,2024-03,137.9
PT,D,2024-04,108.9
PT,D,2024-05,85.6
PT,D,2024-06,69.7
PT,D,2024-07,77.3
PT,D,2024-08,75.9
PT,D,2024-09,77.7
PT,D,2024-10,95.9
PT,D,2024-11,97.5
PT,D,2024-12,90.9
PT,D,2025-01,122.6
PT,D,2025-02,109.2
PT,D,2025-03,125.6
PT,D,2025-04,110.8
PT,D,2025-05,106.8
PT,D,2025-06,86.2
PT,D,2025-07,91.1
PT,D,2025-08,88.8
RO,B,2000-01,150.1
RO,B,2000-02,148.8
RO,B,2000-03,165.4
RO,B,2000-04,144.3
RO,B,2000-05,138.0
RO,B,2000-06,145.3
RO,B,2000-07,150.9
RO,B,2000-08,151.1
RO,B,2000-09,148.1
RO,B,2000-10,157.2
RO,B,2000-11,157.8
RO,B,2000-12,140.7
RO,B,2001-01,150.9
RO,B,2001-02,144.4
RO,B,2001-03,163.0
RO,B,2001-04,151.9
RO,B,2001-05,164.4
RO,B,2001-06,153.2
RO,B,2001-07,158.9
RO,B,2001-08,159.6
RO,B,2001-09,149.5
RO,B,2001-10,159.6
RO,B,2001-11,163.9
RO,B,2001-12,145.7
RO,B,2002-01,150.4
RO,B,2002-02,145.3
RO,B,2002-03,152.6
RO,B,2002-04,145.8
RO,B,2002-05,141.7
RO,B,2002-06,140.3
RO,B,2002-07,147.2
RO,B,2002-08,146.4
RO,B,2002-09,141.0
RO,B,2002-10,147.4
RO,B,2002-11,146.1
RO,B,2002-12,127.5
RO,B,2003-01,134.8
RO,B,2003-02,131.1
RO,B,2003-03,144.0
RO,B,2003-04,139.2
RO,B,2003-05,143.6
RO,B,2003-06,140.0
RO,B,2003-07,150.4
RO,B,2003-08,147.2
RO,B,2003-09,155.2
RO,B,2003-10,154.2
RO,B,2003-11,149.4
RO,B,2003-12,136.3
RO,B,2004-01,138.0
RO,B,2004-02,134.2
RO,B,2004-03,148.5
RO,B,2004-04,137.0
RO,B,2004-05,142.1
RO,B,2004-06,143.3
RO,B,2004-07,149.4
RO,B,2004-08,149.1
RO,B,2004-09,150.7
RO,B,2004-10,149.7
RO,B,2004-11,152.5
RO,B,2004-12,145.5
RO,B,2005-01,136.8
RO,B,2005-02,127.8
RO,B,2005-03,144.8
RO,B,2005-04,136.4
RO,B,2005-05,136.0
RO,B,2005-06,132.9
RO,B,2005-07,139.2
RO,B,2005-08,141.8
RO,B,2005-09,148.5
RO,B,2005-10,148.9
RO,B,2005-11,156.5
RO,B,2005-12,154.2
RO,B,2006-01,148.4
RO,B,2006-02,136.3
RO,B,2006-03,150.0
RO,B,2006-04,140.9
RO,B,2006-05,144.0
RO,B,2006-06,139.8
RO,B,2006-07,144.8
RO,B,2006-08,142.7
RO,B,2006-09,145.7
RO,B,2006-10,151.8
RO,B,2006-11,153.8
RO,B,2006-12,147.2
RO,B,2007-01,139.5
RO,B,2007-02,135.5
RO,B,2007-03,149.5
RO,B,2007-04,134.1
RO,B,2007-05,146.3
RO,B,2007-06,147.3
RO,B,2007-07,136.1
RO,B,2007-08,151.2
RO,B,2007-09,141.1
RO,B,2007-10,142.8
RO,B,2007-11,149.1
RO,B,2007-12,144.7
RO,B,2008-01,126.9
RO,B,2008-02,125.2
RO,B,2008-03,145.2
RO,B,2008-04,136.4
RO,B,2008-05,144.1
RO,B,2008-06,141.8
RO,B,2008-07,148.3
RO,B,2008-08,152.8
RO,B,2008-09,151.8
RO,B,2008-10,154.9
RO,B,2008-11,146.7
RO,B,2008-12,142.4
RO,B,2009-01,131.2
RO,B,2009-02,120.4
RO,B,2009-03,138.6
RO,B,2009-04,113.0
RO,B,2009-05,124.3
RO,B,2009-06,111.0
RO,B,2009-07,124.5
RO,B,2009-08,128.1
RO,B,2009-09,131.4
RO,B,2009-10,135.1
RO,B,2009-11,131.5
RO,B,2009-12,121.9
RO,B,2010-01,117.4
RO,B,2010-02,113.2
RO,B,2010-03,118.4
RO,B,2010-04,112.7
RO,B,2010-05,107.6
RO,B,2010-06,113.9
RO,B,2010-07,123.9
RO,B,2010-08,116.7
RO,B,2010-09,115.0
RO,B,2010-10,119.6
RO,B,2010-11,122.6
RO,B,2010-12,126.0
RO,B,2011-01,118.6
RO,B,2011-02,116.2
RO,B,2011-03,124.6
RO,B,2011-04,123.5
RO,B,2011-05,122.7
RO,B,2011-06,115.4
RO,B,2011-07,116.3
RO,B,2011-08,126.3
RO,B,2011-09,122.3
RO,B,2011-10,122.0
RO,B,2011-11,121.5
RO,B,2011-12,125.3
RO,B,2012-01,128.6
RO,B,2012-02,109.2
RO,B,2012-03,135.2
RO,B,2012-04,123.9
RO,B,2012-05,127.6
RO,B,2012-06,133.6
RO,B,2012-07,135.8
RO,B,2012-08,138.7
RO,B,2012-09,140.2
RO,B,2012-10,144.7
RO,B,2012-11,140.4
RO,B,2012-12,140.7
RO,B,2013-01,136.3
RO,B,2013-02,124.9
RO,B,2013-03,132.6
RO,B,2013-04,139.1
RO,B,2013-05,133.9
RO,B,2013-06,138.4
RO,B,2013-07,135.7
RO,B,2013-08,130.9
RO,B,2013-09,138.8
RO,B,2013-10,141.1
RO,B,2013-11,140.1
RO,B,2013-12,141.5
RO,B,2014-01,125.7
RO,B,2014-02,126.2
RO,B,2014-03,138.3
RO,B,2014-04,132.9
RO,B,2014-05,145.0
RO,B,2014-06,126.0
RO,B,2014-07,143.4
RO,B,2014-08,143.1
RO,B,2014-09,136.8
RO,B,2014-10,148.6
RO,B,2014-11,136.4
RO,B,2014-12,147.2
RO,B,2015-01,113.3
RO,B,2015-02,114.6
RO,B,2015-03,133.1
RO,B,2015-04,123.0
RO,B,2015-05,129.3
RO,B,2015-06,121.8
RO,B,2015-07,117.7
RO,B,2015-08,117.9
RO,B,2015-09,119.9
RO,B,2015-10,121.3
RO,B,2015-11,115.9
RO,B,2015-12,116.0
RO,B,2016-01,103.1
RO,B,2016-02,101.0
RO,B,2016-03,113.8
RO,B,2016-04,103.9
RO,B,2016-05,102.1
RO,B,2016-06,98.6
RO,B,2016-07,102.4
RO,B,2016-08,105.1
RO,B,2016-09,109.6
RO,B,2016-10,110.2
RO,B,2016-11,112.9
RO,B,2016-12,111.5
RO,B,2017-01,101.4
RO,B,2017-02,101.6
RO,B,2017-03,108.8
RO,B,2017-04,113.6
RO,B,2017-05,122.7
RO,B,2017-06,117.2
RO,B,2017-07,116.0
RO,B,2017-08,123.3
RO,B,2017-09,123.6
RO,B,2017-10,127.9
RO,B,2017-11,122.7
RO,B,2017-12,125.8
RO,B,2018-01,106.8
RO,B,2018-02,107.1
RO,B,2018-03,117.1
RO,B,2018-04,109.4
RO,B,2018-05,118.4
RO,B,2018-06,123.2
RO,B,2018-07,120.9
RO,B,2018-08,119.5
RO,B,2018-09,118.0
RO,B,2018-10,124.0
RO,B,2018-11,122.2
RO,B,2018-12,114.9
RO,B,2019-01,107.9
RO,B,2019-02,105.5
RO,B,2019-03,118.7
RO,B,2019-04,117.9
RO,B,2019-05,115.7
RO,B,2019-06,113.4
RO,B,2019-07,112.0
RO,B,2019-08,108.7
RO,B,2019-09,117.4
RO,B,2019-10,119.3
RO,B,2019-11,115.5
RO,B,2019-12,112.2
RO,B,2020-01,105.5
RO,B,2020-02,104.2
RO,B,2020-03,109.8
RO,B,2020-04,96.2
RO,B,2020-05,94.6
RO,B,2020-06,93.2
RO,B,2020-07,100.3
RO,B,2020-08,97.3
RO,B,2020-09,107.0
RO,B,2020-10,108.6
RO,B,2020-11,103.9
RO,B,2020-12,107.9
RO,B,2021-01,92.8
RO,B,2021-02,90.8
RO,B,2021-03,102.0
RO,B,2021-04,107.4
RO,B,2021-05,102.2
RO,B,2021-06,100.7
RO,B,2021-07,97.7
RO,B,2021-08,96.8
RO,B,2021-09,99.7
RO,B,2021-10,104.1
RO,B,2021-11,105.4
RO,B,2021-12,100.3
RO,B,2022-01,91.8
RO,B,2022-02,88.7
RO,B,2022-03,97.1
RO,B,2022-04,94.6
RO,B,2022-05,96.3
RO,B,2022-06,98.7
RO,B,2022-07,103.4
RO,B,2022-08,99.1
RO,B,2022-09,101.9
RO,B,2022-10,106.0
RO,B,2022-11,109.0
RO,B,2022-12,104.0
RO,B,2023-01,92.6
RO,B,2023-02,88.2
RO,B,2023-03,100.0
RO,B,2023-04,93.2
RO,B,2023-05,100.4
RO,B,2023-06,98.3
RO,B,2023-07,96.6
RO,B,2023-08,98.7
RO,B,2023-09,101.2
RO,B,2023-10,102.1
RO,B,2023-11,101.2
RO,B,2023-12,95.6
RO,B,2024-01,85.7
RO,B,2024-02,90.7
RO,B,2024-03,98.1
RO,B,2024-04,97.8
RO,B,2024-05,98.5
RO,B,2024-06,95.0
RO,B,2024-07,99.4
RO,B,2024-08,98.2
RO,B,2024-09,96.7
RO,B,2024-10,104.3
RO,B,2024-11,97.5
RO,B,2024-12,94.5
RO,B,2025-01,86.7
RO,B,2025-02,84.6
RO,B,2025-03,99.1
RO,B,2025-04,94.0
RO,B,2025-05,99.6
RO,B,2025-06,95.7
RO,B,2025-07,100.7
RO,B,2025-08,95.3
RO,C,2000-01,39.7
RO,C,2000-02,45.6
RO,C,2000-03,54.3
RO,C,2000-04,50.4
RO,C,2000-05,54.3
RO,C,2000-06,53.7
RO,C,2000-07,50.8
RO,C,2000-08,50.4
RO,C,2000-09,51.5
RO,C,2000-10,52.2
RO,C,2000-11,54.8
RO,C,2000-12,46.8
RO,C,2001-01,45.7
RO,C,2001-02,50.3
RO,C,2001-03,56.4
RO,C,2001-04,52.9
RO,C,2001-05,57.2
RO,C,2001-06,53.9
RO,C,2001-07,54.0
RO,C,2001-08,51.0
RO,C,2001-09,52.2
RO,C,2001-10,55.6
RO,C,2001-11,55.0
RO,C,2001-12,44.6
RO,C,2002-01,44.3
RO,C,2002-02,48.1
RO,C,2002-03,52.3
RO,C,2002-04,54.4
RO,C,2002-05,52.7
RO,C,2002-06,53.5
RO,C,2002-07,56.2
RO,C,2002-08,52.8
RO,C,2002-09,54.8
RO,C,2002-10,58.8
RO,C,2002-11,57.4
RO,C,2002-12,46.9
RO,C,2003-01,46.0
RO,C,2003-02,47.8
RO,C,2003-03,51.7
RO,C,2003-04,52.4
RO,C,2003-05,54.2
RO,C,2003-06,55.7
RO,C,2003-07,56.2
RO,C,2003-08,49.5
RO,C,2003-09,53.5
RO,C,2003-10,56.8
RO,C,2003-11,53.7
RO,C,2003-12,47.4
RO,C,2004-01,45.2
RO,C,2004-02,49.0
RO,C,2004-03,55.9
RO,C,2004-04,51.8
RO,C,2004-05,56.3
RO,C,2004-06,57.2
RO,C,2004-07,56.2
RO,C,2004-08,51.9
RO,C,2004-09,56.3
RO,C,2004-10,56.7
RO,C,2004-11,57.6
RO,C,2004-12,51.2
RO,C,2005-01,45.2
RO,C,2005-02,46.9
RO,C,2005-03,54.1
RO,C,2005-04,52.6
RO,C,2005-05,50.9
RO,C,2005-06,54.6
RO,C,2005-07,51.1
RO,C,2005-08,49.6
RO,C,2005-09,56.3
RO,C,2005-10,54.8
RO,C,2005-11,57.0
RO,C,2005-12,49.2
RO,C,2006-01,48.6
RO,C,2006-02,51.9
RO,C,2006-03,59.8
RO,C,2006-04,54.1
RO,C,2006-05,61.4
RO,C,2006-06,62.6
RO,C,2006-07,58.3
RO,C,2006-08,55.1
RO,C,2006-09,63.7
RO,C,2006-10,65.7
RO,C,2006-11,64.8
RO,C,2006-12,54.1
RO,C,2007-01,56.3
RO,C,2007-02,60.9
RO,C,2007-03,70.7
RO,C,2007-04,61.1
RO,C,2007-05,69.5
RO,C,2007-06,67.7
RO,C,2007-07,67.0
RO,C,2007-08,60.9
RO,C,2007-09,66.2
RO,C,2007-10,73.8
RO,C,2007-11,71.8
RO,C,2007-12,58.9
RO,C,2008-01,62.1
RO,C,2008-02,69.3
RO,C,2008-03,70.6
RO,C,2008-04,68.4
RO,C,2008-05,73.6
RO,C,2008-06,71.9
RO,C,2008-07,72.1
RO,C,2008-08,60.1
RO,C,2008-09,72.6
RO,C,2008-10,74.2
RO,C,2008-11,64.3
RO,C,2008-12,50.3
RO,C,2009-01,49.8
RO,C,2009-02,57.7
RO,C,2009-03,63.7
RO,C,2009-04,61.4
RO,C,2009-05,65.4
RO,C,2009-06,68.5
RO,C,2009-07,68.6
RO,C,2009-08,55.6
RO,C,2009-09,69.5
RO,C,2009-10,71.8
RO,C,2009-11,68.0
RO,C,2009-12,56.8
RO,C,2010-01,54.4
RO,C,2010-02,58.6
RO,C,2010-03,69.1
RO,C,2010-04,64.4
RO,C,2010-05,67.3
RO,C,2010-06,71.9
RO,C,2010-07,69.9
RO,C,2010-08,56.3
RO,C,2010-09,74.1
RO,C,2010-10,74.8
RO,C,2010-11,75.5
RO,C,2010-12,65.6
RO,C,2011-01,63.2
RO,C,2011-02,67.6
RO,C,2011-03,77.8
RO,C,2011-04,68.3
RO,C,2011-05,75.5
RO,C,2011-06,73.9
RO,C,2011-07,73.0
RO,C,2011-08,66.2
RO,C,2011-09,78.6
RO,C,2011-10,77.9
RO,C,2011-11,79.4
RO,C,2011-12,64.5
RO,C,2012-01,66.2
RO,C,2012-02,68.0
RO,C,2012-03,77.7
RO,C,2012-04,68.8
RO,C,2012-05,79.5
RO,C,2012-06,74.8
RO,C,2012-07,75.6
RO,C,2012-08,67.0
RO,C,2012-09,77.7
RO,C,2012-10,83.3
RO,C,2012-11,81.5
RO,C,2012-12,65.2
RO,C,2013-01,70.6
RO,C,2013-02,75.0
RO,C,2013-03,79.2
RO,C,2013-04,84.7
RO,C,2013-05,78.8
RO,C,2013-06,79.7
RO,C,2013-07,85.8
RO,C,2013-08,70.4
RO,C,2013-09,86.8
RO,C,2013-10,93.1
RO,C,2013-11,89.8
RO,C,2013-12,72.9
RO,C,2014-01,79.1
RO,C,2014-02,82.7
RO,C,2014-03,89.4
RO,C,2014-04,86.9
RO,C,2014-05,90.1
RO,C,2014-06,89.9
RO,C,2014-07,91.5
RO,C,2014-08,70.7
RO,C,2014-09,93.6
RO,C,2014-10,97.8
RO,C,2014-11,90.8
RO,C,2014-12,76.2
RO,C,2015-01,78.7
RO,C,2015-02,83.7
RO,C,2015-03,92.8
RO,C,2015-04,87.2
RO,C,2015-05,90.6
RO,C,2015-06,94.1
RO,C,2015-07,96.4
RO,C,2015-08,80.5
RO,C,2015-09,97.3
RO,C,2015-10,98.6
RO,C,2015-11,94.0
RO,C,2015-12,81.3
RO,C,2016-01,79.8
RO,C,2016-02,90.2
RO,C,2016-03,99.9
RO,C,2016-04,97.9
RO,C,2016-05,95.2
RO,C,2016-06,98.3
RO,C,2016-07,94.5
RO,C,2016-08,87.2
RO,C,2016-09,101.1
RO,C,2016-10,100.0
RO,C,2016-11,100.2
RO,C,2016-12,82.2
RO,C,2017-01,84.3
RO,C,2017-02,93.5
RO,C,2017-03,111.5
RO,C,2017-04,95.2
RO,C,2017-05,110.8
RO,C,2017-06,105.6
RO,C,2017-07,102.3
RO,C,2017-08,94.5
RO,C,2017-09,108.2
RO,C,2017-10,112.7
RO,C,2017-11,111.2
RO,C,2017-12,91.3
RO,C,2018-01,94.9
RO,C,2018-02,100.0
RO,C,2018-03,111.5
RO,C,2018-04,101.1
RO,C,2018-05,112.9
RO,C,2018-06,112.3
RO,C,2018-07,110.6
RO,C,2018-08,98.4
RO,C,2018-09,109.3
RO,C,2018-10,117.5
RO,C,2018-11,114.5
RO,C,2018-12,90.7
RO,C,2019-01,94.3
RO,C,2019-02,103.1
RO,C,2019-03,112.8
RO,C,2019-04,102.7
RO,C,2019-05,112.7
RO,C,2019-06,104.0
RO,C,2019-07,107.9
RO,C,2019-08,92.3
RO,C,2019-09,108.3
RO,C,2019-10,113.4
RO,C,2019-11,109.1
RO,C,2019-12,88.7
RO,C,2020-01,93.1
RO,C,2020-02,101.1
RO,C,2020-03,96.6
RO,C,2020-04,56.6
RO,C,2020-05,74.8
RO,C,2020-06,93.0
RO,C,2020-07,100.5
RO,C,2020-08,88.5
RO,C,2020-09,109.0
RO,C,2020-10,112.3
RO,C,2020-11,105.0
RO,C,2020-12,91.2
RO,C,2021-01,89.4
RO,C,2021-02,95.0
RO,C,2021-03,108.5
RO,C,2021-04,104.0
RO,C,2021-05,99.0
RO,C,2021-06,103.5
RO,C,2021-07,102.3
RO,C,2021-08,91.9
RO,C,2021-09,103.9
RO,C,2021-10,100.7
RO,C,2021-11,106.3
RO,C,2021-12,95.5
RO,C,2022-01,92.6
RO,C,2022-02,99.8
RO,C,2022-03,113.6
RO,C,2022-04,99.9
RO,C,2022-05,110.4
RO,C,2022-06,104.9
RO,C,2022-07,103.6
RO,C,2022-08,93.3
RO,C,2022-09,107.6
RO,C,2022-10,105.1
RO,C,2022-11,106.4
RO,C,2022-12,86.5
RO,C,2023-01,89.0
RO,C,2023-02,97.4
RO,C,2023-03,112.4
RO,C,2023-04,91.7
RO,C,2023-05,109.2
RO,C,2023-06,102.6
RO,C,2023-07,100.6
RO,C,2023-08,90.6
RO,C,2023-09,106.1
RO,C,2023-10,106.3
RO,C,2023-11,103.8
RO,C,2023-12,83.7
RO,C,2024-01,85.3
RO,C,2024-02,98.1
RO,C,2024-03,107.3
RO,C,2024-04,107.1
RO,C,2024-05,96.6
RO,C,2024-06,98.7
RO,C,2024-07,101.0
RO,C,2024-08,86.6
RO,C,2024-09,102.1
RO,C,2024-10,108.2
RO,C,2024-11,103.5
RO,C,2024-12,85.4
RO,C,2025-01,83.4
RO,C,2025-02,92.1
RO,C,2025-03,103.1
RO,C,2025-04,95.2
RO,C,2025-05,104.1
RO,C,2025-06,101.0
RO,C,2025-07,104.4
RO,C,2025-08,83.1
RO,D,2000-01,91.0
RO,D,2000-02,79.3
RO,D,2000-03,80.7
RO,D,2000-04,61.8
RO,D,2000-05,59.3
RO,D,2000-06,68.1
RO,D,2000-07,69.3
RO,D,2000-08,67.4
RO,D,2000-09,66.6
RO,D,2000-10,74.7
RO,D,2000-11,83.1
RO,D,2000-12,91.0
RO,D,2001-01,96.7
RO,D,2001-02,87.0
RO,D,2001-03,81.7
RO,D,2001-04,69.4
RO,D,2001-05,68.7
RO,D,2001-06,64.0
RO,D,2001-07,68.6
RO,D,2001-08,68.4
RO,D,2001-09,63.2
RO,D,2001-10,74.1
RO,D,2001-11,87.4
RO,D,2001-12,97.8
RO,D,2002-01,101.8
RO,D,2002-02,74.3
RO,D,2002-03,78.7
RO,D,2002-04,74.3
RO,D,2002-05,65.0
RO,D,2002-06,69.9
RO,D,2002-07,80.0
