Country,Time,USD-DKK Spot Exchange Rate
DK,2014-07,0.1814980851952012
DK,2014-08,0.17861289227856467
DK,2014-09,0.1731391865921014
DK,2014-10,0.1702910273657681
DK,2014-11,0.16761649346295676
DK,2014-12,0.1656973372437905
DK,2015-01,0.15604762573537445
DK,2015-02,0.15235541471143885
DK,2015-03,0.14502421904458043
DK,2015-04,0.14490443552477142
DK,2015-05,0.14964907292399324
DK,2015-06,0.15046644598254588
DK,2015-07,0.14738393515106854
DK,2015-08,0.14917580368464234
DK,2015-09,0.1504958839375743
DK,2015-10,0.1504822957579041
DK,2015-11,0.14377111638271872
DK,2015-12,0.14592149423610098
DK,2016-01,0.14546935687997323
DK,2016-02,0.14861711771961894
DK,2016-03,0.14928492520825248
DK,2016-04,0.1524599411504627
DK,2016-05,0.15206350171831756
DK,2016-06,0.15103458692040475
DK,2016-07,0.1486038666726108
DK,2016-08,0.1506114826194349
DK,2016-09,0.15062509414068384
DK,2016-10,0.14803191568102084
DK,2016-11,0.14498426920679106
DK,2016-12,0.14179570075435313
DK,2017-01,0.1430226404839886
DK,2017-02,0.14324595330181922
DK,2017-03,0.14377525052837403
DK,2017-04,0.1440465558468497
DK,2017-05,0.14850455908996407
DK,2017-06,0.15105055662130115
DK,2017-07,0.155036356025488
DK,2017-08,0.15881586888161867
DK,2017-09,0.1601152830037627
DK,2017-10,0.15793297324615432
DK,2017-11,0.15778843726331734
DK,2017-12,0.15902043412578518
DK,2018-01,0.1637840670859539
DK,2018-02,0.16575776160718728
DK,2018-03,0.16555469099216927
DK,2018-04,0.16473107651758503
DK,2018-05,0.15872763924382155
DK,2018-06,0.15677667163126127
DK,2018-07,0.15681846694266716
DK,2018-08,0.15486108960262646
DK,2018-09,0.1564015139666552
DK,2018-10,0.15399066816550916
DK,2018-11,0.15224407770537726
DK,2018-12,0.15248783909483218
DK,2019-01,0.1529379377848469
DK,2019-02,0.15208200261581045
DK,2019-03,0.15137753557372086
DK,2019-04,0.1504800312998465
DK,2019-05,0.14986212684330416
DK,2019-06,0.15123330762367104
DK,2019-07,0.15017720910674595
DK,2019-08,0.14917802905988006
DK,2019-09,0.14752526370140887
DK,2019-10,0.14802972436865322
DK,2019-11,0.14789180235739532
DK,2019-12,0.14874533311517352
DK,2020-01,0.14850235376230714
DK,2020-02,0.14605149775810952
DK,2020-03,0.14782840079236023
DK,2020-04,0.14569189078935865
DK,2020-05,0.14624800737089957
DK,2020-06,0.15102090129273893
DK,2020-07,0.15424719655720256
DK,2020-08,0.15888652324509836
DK,2020-09,0.1583556350852745
DK,2020-10,0.1581202662745284
DK,2020-11,0.15881082454580103
DK,2020-12,0.16352160120351897
DK,2021-01,0.1637143512000262
DK,2021-02,0.16263071443672852
DK,2021-03,0.16004353184066064
DK,2021-04,0.16088810232483308
DK,2021-05,0.1633453119895459
DK,2021-06,0.16200628584389073
DK,2021-07,0.1589547138020378
DK,2021-08,0.15823035174607195
DK,2021-09,0.15821282789608582
DK,2021-10,0.15592353509838774
DK,2021-11,0.15348016268897244
DK,2021-12,0.15195259079167298
DK,2022-01,0.15208431554453788
DK,2022-02,0.1524483200195134
DK,2022-03,0.14809329877823027
DK,2022-04,0.14520742881205803
DK,2022-05,0.142025280499929
DK,2022-06,0.14203334943044627
DK,2022-07,0.13659522736275595
DK,2022-08,0.13613591810063166
DK,2022-09,0.13303179459890913
DK,2022-10,0.1324380521011297
DK,2022-11,0.13684757916632453
DK,2022-12,0.14239131982514347
DK,2023-01,0.1448666502484463
DK,2023-02,0.1437442502299908
DK,2023-03,0.1438393602025258
DK,2023-04,0.1471085808435206
DK,2023-05,0.1458810485929773
DK,2023-06,0.14552016181841995
DK,2023-07,0.1485177924315333
DK,2023-08,0.14639573695613983
DK,2023-09,0.1431086051204259
DK,2023-10,0.14160094023024314
DK,2023-11,0.1450536698578474
DK,2023-12,0.14631006027974483
DK,2024-01,0.1461603671548423
DK,2024-02,0.14479533179850282
DK,2024-03,0.14577684480597103
DK,2024-04,0.14372772220305852
DK,2024-05,0.14491283492978974
DK,2024-06,0.14422522210684205
DK,2024-07,0.14537842002733115
DK,2024-08,0.1476843100189036
DK,2024-09,0.14885382554331647
DK,2024-10,0.14605149775810952
DK,2024-11,0.14237915569160675
DK,2024-12,0.14040802572275032
DK,2025-01,0.13879828445320416
DK,2025-02,0.13960046347353874
DK,2025-03,0.1449422405171539
DK,2025-04,0.15041439164899298
DK,2025-05,0.15110990223189324
DK,2025-06,0.15460729746444032
DK,2025-07,0.1563868384836732
DK,2025-08,0.15605736668799453
DK,2025-09,0.15725743041358703
