Country,Time,GDP (Million USD),"HICP (%, annual rate of change)",Unemployment Rate (%pop in LF)
EL,2021-08,21727.470665333338,1.2,13.3
EL,2021-09,22204.844051000004,1.9,12.3
EL,2021-10,21818.3151168254,2.8,13.0
EL,2021-11,21888.559442807018,4.0,13.7
EL,2021-12,21243.06793142857,4.4,13.0
EL,2022-01,20017.794094545454,5.5,14.4
EL,2022-02,19953.176397575757,6.3,14.0
EL,2022-03,20282.083968,8.0,13.0
EL,2022-04,22156.18259272727,9.1,12.7
EL,2022-05,22538.234829090907,10.5,12.9
EL,2022-06,22623.902252,11.6,11.8
EL,2022-07,25892.83958181818,11.3,11.8
EL,2022-08,25598.60307789474,11.2,12.0
EL,2022-09,26010.65584,12.1,11.2
EL,2022-10,24529.472905714287,9.5,11.3
EL,2022-11,24614.59711263158,8.8,11.9
EL,2022-12,24908.16637714286,7.6,12.5
EL,2023-01,22926.743175757576,7.3,11.7
EL,2023-02,22807.781326984124,6.5,12.0
EL,2023-03,22569.275504761903,5.4,11.9
EL,2023-04,25081.924161818177,4.5,11.8
EL,2023-05,24677.66337142857,4.1,11.1
EL,2023-06,23887.875768571426,2.8,10.6
EL,2023-07,25983.769407272728,3.5,11.0
EL,2023-08,25563.9686,3.5,11.9
EL,2023-09,25270.2375784127,2.4,9.5
EL,2023-10,22573.093554000006,3.8,10.2
EL,2023-11,22058.78243684211,2.9,10.8
EL,2023-12,21027.177130909095,3.7,10.5
EL,2024-01,18838.692065909094,3.2,12.6
EL,2024-02,19439.7878595,3.1,12.6
EL,2024-03,19541.171886818185,3.4,11.2
EL,2024-04,21536.189564696968,3.2,10.8
EL,2024-05,21807.871436666665,2.4,10.3
EL,2024-06,21988.780747777782,2.5,8.1
EL,2024-07,24309.97653857143,3.0,9.1
EL,2024-08,23224.43787631579,3.2,9.6
EL,2024-09,23575.411665,3.1,8.5
EL,2024-10,22306.22857017544,3.1,9.3
EL,2024-11,22793.752141666668,3.0,9.8
EL,2024-12,22878.459380434782,2.9,9.5
EL,2025-01,20825.53845,3.1,10.5
EL,2025-02,20763.829007142856,3.0,10.1
EL,2025-03,20616.480429545456,3.1,10.6
EL,2025-04,22878.661222999996,2.6,8.8
EL,2025-05,23192.344999999998,3.3,8.0
EL,2025-06,23215.70552190476,3.6,9.0
ES,1997-01,47098.05055212122,2.8,19.2
ES,1997-02,46590.92936933333,2.5,19.2
ES,1997-03,46658.53227481481,2.2,18.9
ES,1997-04,49923.13118433333,1.6,18.7
ES,1997-05,49623.81907962963,1.3,18.4
ES,1997-06,49390.765529047625,1.4,18.4
ES,1997-07,47524.53828,1.5,18.1
ES,1997-08,47325.323956363645,1.7,18.0
ES,1997-09,47783.22846300001,1.9,18.2
ES,1997-10,52110.72861272727,1.8,18.1
ES,1997-11,51726.00180409091,1.9,18.0
ES,1997-12,51179.947488000005,1.9,17.5
ES,1998-01,47690.39956363636,1.9,17.4
ES,1998-02,47657.610814736836,1.7,17.2
ES,1998-03,47929.687959999996,1.7,17.0
ES,1998-04,51398.14031444444,1.9,16.7
ES,1998-05,50532.38667087719,2.0,16.4
ES,1998-06,51158.42838030303,2.0,16.4
ES,1998-07,49175.08983151515,2.3,16.1
ES,1998-08,49338.88068866667,2.1,16.1
ES,1998-09,50929.78626,1.5,16.2
ES,1998-10,57023.61174575758,1.5,16.1
ES,1998-11,58725.49449428571,1.4,15.9
ES,1998-12,58496.93084396826,1.3,15.4
ES,1999-01,55256.141879365074,1.4,15.1
ES,1999-02,55530.68151481482,1.8,14.6
ES,1999-03,57135.24960000001,2.1,14.2
ES,1999-04,60792.53568888889,2.3,13.7
ES,1999-05,60374.597789473686,2.1,13.3
ES,1999-06,59414.41748985507,2.1,13.2
ES,1999-07,58156.67434545455,2.1,13.1
ES,1999-08,59035.876520000005,2.3,13.2
ES,1999-09,58559.42476363636,2.5,13.3
ES,1999-10,62574.50984126985,2.4,13.3
ES,1999-11,62286.41272727273,2.7,13.3
ES,1999-12,62275.56253968254,2.8,12.9
ES,2000-01,59406.69846666667,2.9,13.1
ES,2000-02,58464.62920000001,3.0,12.8
ES,2000-03,57875.21250793651,3.0,12.4
ES,2000-04,61437.8813,3.0,12.0
ES,2000-05,61613.25013333334,3.2,11.7
ES,2000-06,59818.8199536232,3.5,11.6
ES,2000-07,57221.798368253956,3.7,11.6
ES,2000-08,55972.998993650785,3.6,11.6
ES,2000-09,55972.998993650785,3.7,11.7
ES,2000-10,58350.50262500001,4.0,11.7
ES,2000-11,58124.019,4.1,11.6
ES,2000-12,56804.318452380954,4.0,11.2
ES,2001-01,54675.004845,2.9,11.0
ES,2001-02,56555.87229,2.7,11.0
ES,2001-03,58768.66840000001,3.0,10.8
ES,2001-04,63406.60961,3.6,10.4
ES,2001-05,62967.478773684204,3.8,10.4
ES,2001-06,63020.92902463768,3.7,10.2
ES,2001-07,62837.4726,2.4,10.2
ES,2001-08,62293.425218181816,2.1,10.4
ES,2001-09,62139.76980000001,2.3,10.4
ES,2001-10,68618.10007,2.5,10.5
ES,2001-11,67645.273,2.5,10.7
ES,2001-12,66168.051525,2.5,10.7
ES,2002-01,62593.67710476191,3.1,11.3
ES,2002-02,64102.90992666667,3.2,11.8
ES,2002-03,64636.74041333333,3.2,11.5
ES,2002-04,68978.80494126985,3.7,11.3
ES,2002-05,68308.53723333332,3.7,11.1
ES,2002-06,68797.07318412697,3.4,11.1
ES,2002-07,65617.09748181819,3.5,11.3
ES,2002-08,66144.70204393938,3.7,11.5
ES,2002-09,65857.89583508771,3.5,11.6
ES,2002-10,71792.13901515152,4.0,11.6
ES,2002-11,72941.1140969697,3.9,11.6
ES,2002-12,73497.55018333334,4.0,11.6
ES,2003-01,69340.22415000001,3.8,12.0
ES,2003-02,67601.48860526316,3.9,12.0
ES,2003-03,66653.25996666668,3.7,11.9
ES,2003-04,70040.43587301587,3.2,11.5
ES,2003-05,70426.59,2.7,11.2
ES,2003-06,73132.88952380951,2.8,11.2
ES,2003-07,73606.2993909091,2.9,11.2
ES,2003-08,73880.84713333333,3.1,11.3
ES,2003-09,75584.62191,3.0,11.4
ES,2003-10,82567.14836363638,2.7,11.4
ES,2003-11,82402.01155555557,2.9,11.4
ES,2003-12,83047.49066666666,2.7,11.4
ES,2004-01,79166.59253333333,2.3,11.6
ES,2004-02,78772.46468070174,2.2,11.5
ES,2004-03,76134.53068947367,2.2,11.4
ES,2004-04,78854.33623188405,2.7,11.3
ES,2004-05,77511.56853333332,3.4,11.0
ES,2004-06,77001.24751999999,3.5,10.9
ES,2004-07,72849.19998787878,3.3,10.7
ES,2004-08,72802.12558730158,3.3,10.8
ES,2004-09,74448.83309696968,3.2,10.7
ES,2004-10,79872.4970063492,3.6,10.7
ES,2004-11,81455.2947,3.5,10.6
ES,2004-12,78582.23699333332,3.3,10.3
ES,2005-01,74084.6215652174,3.1,10.4
ES,2005-02,74237.32376666667,3.3,10.2
ES,2005-03,72057.34293333333,3.4,10.0
ES,2005-04,75626.04617971015,3.5,9.8
ES,2005-05,74103.14618666667,3.1,9.3
ES,2005-06,71046.65840000001,3.2,8.9
ES,2005-07,71881.1110530303,3.3,8.5
ES,2005-08,70984.01086166667,3.3,8.4
ES,2005-09,68404.34731014492,3.8,8.3
ES,2005-10,71338.97462499999,3.5,8.6
ES,2005-11,69949.32981746033,3.4,8.8
ES,2005-12,70163.8276031746,3.7,8.8
ES,2006-01,71426.72415666666,4.2,9.0
ES,2006-02,74549.24921269841,4.1,9.1
ES,2006-03,73192.77677719298,3.9,9.0
ES,2006-04,77038.73002878788,3.9,8.7
ES,2006-05,75701.38307460317,4.1,8.4
ES,2006-06,74242.0602378788,4.0,8.2
ES,2006-07,69752.8449095238,4.0,8.1
ES,2006-08,70450.29158095238,3.8,8.1
ES,2006-09,73711.54429275364,2.9,8.1
ES,2006-10,81013.1318148148,2.6,8.2
ES,2006-11,80440.32166666667,2.7,8.3
ES,2006-12,78952.39792666667,2.7,8.3
ES,2007-01,76241.07878333335,2.4,8.5
ES,2007-02,75555.9728888889,2.4,8.4
ES,2007-03,74489.38589473684,2.5,8.3
ES,2007-04,79847.70426666667,2.5,8.1
ES,2007-05,80700.00998181819,2.4,7.9
ES,2007-06,83520.30183636365,2.4,7.8
ES,2007-07,83321.10972833335,2.3,7.8
ES,2007-08,86579.6094787879,2.2,8.1
ES,2007-09,85231.65539848484,2.7,8.1
ES,2007-10,93553.08263,3.6,8.3
ES,2007-11,93602.69115,4.1,8.6
ES,2007-12,95524.01707894738,4.3,8.8
ES,2008-01,91231.28936507937,4.4,9.4
ES,2008-02,95065.49658412699,4.5,9.7
ES,2008-03,96516.22980350879,4.6,9.8
ES,2008-04,102894.45548571428,4.2,10.2
ES,2008-05,103513.25635151516,4.7,10.4
ES,2008-06,110119.20311428572,5.1,10.6
ES,2008-07,105287.26971428569,5.3,10.7
ES,2008-08,102498.31427575757,4.9,11.2
ES,2008-09,100605.68818730157,4.6,11.8
ES,2008-10,107975.41666666667,3.6,12.8
ES,2008-11,112256.11742424242,2.4,13.8
ES,2008-12,112221.89814814813,1.4,14.8
ES,2009-01,106116.09163636365,0.8,16.3
ES,2009-02,109049.97252,0.7,17.4
ES,2009-03,109069.13709473684,-0.1,18.1
ES,2009-04,111615.9958,-0.2,18.0
ES,2009-05,109144.80050909091,-0.9,17.8
ES,2009-06,109240.34482999999,-1.0,17.5
ES,2009-07,105882.34151363635,-1.3,17.4
ES,2009-08,106929.28261428571,-0.7,17.7
ES,2009-09,106277.39974242424,-0.9,18.1
ES,2009-10,113889.34193809524,-0.6,18.5
ES,2009-11,116530.19506,0.4,18.7
ES,2009-12,121093.61268,0.9,18.9
ES,2010-01,115517.81369999998,0.7,19.5
ES,2010-02,113072.18856833334,0.4,19.9
ES,2010-03,112127.83553684212,2.7,20.1
ES,2010-04,120718.344,2.4,20.2
ES,2010-05,118503.52850793648,2.5,19.9
ES,2010-06,116249.03817142856,2.1,19.6
ES,2010-07,106478.97356363635,1.8,19.4
ES,2010-08,105474.01394499998,1.6,19.6
ES,2010-09,107704.49396086956,2.8,19.8
ES,2010-10,114663.90356825395,2.5,20.1
ES,2010-11,112681.54698666665,2.3,20.2
ES,2010-12,110491.63120833333,2.9,20.2
ES,2011-01,102739.17415873017,3.0,20.8
ES,2011-02,105030.67681666667,3.4,21.2
ES,2011-03,103421.60253508772,3.3,21.3
ES,2011-04,109793.14700869564,3.5,20.9
ES,2011-05,112027.77135,3.4,20.6
ES,2011-06,116538.77160000001,3.0,20.5
ES,2011-07,110003.23219242424,3.0,20.8
ES,2011-08,110177.51827833333,2.7,21.3
ES,2011-09,111305.54843333334,3.0,21.9
ES,2011-10,116338.51565999999,3.0,22.3
ES,2011-11,115379.16002857142,2.9,22.6
ES,2011-12,117852.5566,2.3,22.7
ES,2012-01,111549.7488,2.0,23.7
ES,2012-02,109760.533,1.9,24.3
ES,2012-03,110497.25845614036,1.8,24.6
ES,2012-04,116486.29066666665,2.0,24.5
ES,2012-05,118834.28619682537,1.9,24.5
ES,2012-06,118877.49546666666,1.8,24.2
ES,2012-07,113848.90079682539,2.2,24.4
ES,2012-08,116443.52772063491,2.7,24.8
ES,2012-09,115590.06830434782,3.5,25.2
ES,2012-10,122506.83092000001,3.5,25.6
ES,2012-11,125353.26052173911,3.0,25.9
ES,2012-12,129311.9236952381,3.0,25.8
ES,2013-01,120375.55545333333,2.8,26.7
ES,2013-02,121775.7217095238,2.9,27.1
ES,2013-03,122034.57647166665,2.6,27.0
ES,2013-04,134840.96687619045,1.5,26.6
ES,2013-05,136869.1680909091,1.8,26.1
ES,2013-06,135135.94855714284,2.2,25.6
ES,2013-07,130988.13638095238,1.9,25.6
ES,2013-08,132645.69515151513,1.6,25.6
ES,2013-09,125884.4266031746,0.5,25.8
ES,2013-10,126417.96722222221,0.0,26.0
ES,2013-11,116938.65641818181,0.3,25.9
ES,2013-12,112336.92042962961,0.3,25.4
ES,2014-01,112404.04227272728,0.3,26.0
ES,2014-02,110182.78695833335,0.1,26.0
ES,2014-03,106459.06228070176,-0.2,25.8
ES,2014-04,114175.05871969696,0.3,25.1
ES,2014-05,115475.05581818182,0.2,24.5
ES,2014-06,119385.26734166665,0.0,23.8
ES,2014-07,119809.10476060607,-0.4,23.7
ES,2014-08,120469.0647130435,-0.5,23.6
ES,2014-09,121961.59393492065,-0.3,23.7
ES,2014-10,131390.05447619047,-0.2,23.9
ES,2014-11,133607.66247619048,-0.5,23.8
ES,2014-12,134386.38056140352,-1.1,23.5
ES,2015-01,126035.89901818182,-1.5,23.9
ES,2015-02,123331.57472105263,-1.2,23.9
ES,2015-03,118267.24898421053,-0.8,23.6
ES,2015-04,124212.03597391304,-0.7,23.0
ES,2015-05,122809.50354545454,-0.3,22.4
ES,2015-06,114995.53721000001,0.0,21.8
ES,2015-07,109514.00416363637,0.0,21.3
ES,2015-08,114775.03365714286,-0.5,21.2
ES,2015-09,115602.32370909091,-1.1,21.1
ES,2015-10,124201.5460952381,-0.9,21.2
ES,2015-11,131766.641685,-0.4,20.9
ES,2015-12,129428.18060833334,-0.1,20.6
ES,2016-01,118202.6864,-0.4,21.0
ES,2016-02,119537.62219499999,-1.0,21.1
ES,2016-03,122087.79571578949,-1.0,20.9
ES,2016-04,132813.551142029,-1.2,20.6
ES,2016-05,136981.18046031747,-1.1,20.0
ES,2016-06,135794.7665873016,-0.9,19.4
ES,2016-07,133423.80786818182,-0.7,19.0
ES,2016-08,132239.3175,-0.3,18.9
ES,2016-09,132778.22317826087,0.0,18.9
ES,2016-10,134098.73963333335,0.5,18.8
ES,2016-11,133959.59200166666,0.5,18.8
ES,2016-12,132253.93608,1.4,18.4
ES,2017-01,122118.27142857142,2.9,18.8
ES,2017-02,119846.44083333333,3.0,18.9
ES,2017-03,122896.01583333334,2.1,18.6
ES,2017-04,130409.09400000001,2.6,17.9
ES,2017-05,129941.96606984128,2.0,17.2
ES,2017-06,126449.22465454545,1.6,16.6
ES,2017-07,120980.8080888889,1.7,16.3
ES,2017-08,118436.87065079366,2.0,16.4
ES,2017-09,119677.40314637682,1.8,16.5
ES,2017-10,131384.4810122807,1.7,16.6
ES,2017-11,132294.45646060604,1.8,16.6
ES,2017-12,130903.39571333333,1.2,16.4
ES,2018-01,126195.11492,0.7,16.8
ES,2018-02,127969.37297777779,1.2,16.9
ES,2018-03,128381.37190175438,1.3,16.5
ES,2018-04,132619.4578285714,1.1,15.9
ES,2018-05,133357.02152727274,2.1,15.3
ES,2018-06,132926.54334545453,2.3,14.7
ES,2018-07,131610.77790000002,2.3,14.5
ES,2018-08,130520.90142424242,2.2,14.6
ES,2018-09,132771.55096969698,2.3,14.6
ES,2018-10,141382.01568,2.3,14.6
ES,2018-11,144362.80145454546,1.7,14.5
ES,2018-12,142722.3168,1.2,14.3
ES,2019-01,137618.26746666667,1.0,14.7
ES,2019-02,136714.2554063492,1.1,14.8
ES,2019-03,137188.69252982456,1.3,14.7
ES,2019-04,146487.5529904762,1.6,14.3
ES,2019-05,146296.78007272727,0.9,14.0
ES,2019-06,145537.6781238095,0.6,13.8
ES,2019-07,139588.36784761903,0.6,13.8
ES,2019-08,138956.9689212121,0.4,14.0
ES,2019-09,136717.31403174603,0.2,13.9
ES,2019-10,140361.38786984127,0.2,13.9
ES,2019-11,138055.14984545455,0.5,13.8
ES,2019-12,135824.6935,0.8,13.6
ES,2020-01,119502.32258253968,1.1,14.2
ES,2020-02,112578.96690333333,0.9,14.1
ES,2020-03,110013.9390263158,0.1,15.0
ES,2020-04,90936.79415757576,-0.7,15.3
ES,2020-05,90958.57057575758,-0.9,15.2
ES,2020-06,93860.83226,-0.3,15.5
ES,2020-07,106227.76677272728,-0.7,15.9
ES,2020-08,104068.48222727272,-0.6,16.4
ES,2020-09,105381.31985714285,-0.6,16.4
ES,2020-10,113182.39714761906,-0.9,16.3
ES,2020-11,113176.63720476191,-0.8,16.1
ES,2020-12,108122.84313157895,-0.6,16.0
ES,2021-01,103431.95154696969,0.4,16.2
ES,2021-02,103112.50678245614,-0.1,16.3
ES,2021-03,105366.12744333332,1.2,16.0
ES,2021-04,113777.54094347826,2.0,15.7
ES,2021-05,115945.52774444445,2.4,15.4
ES,2021-06,115601.96236984126,2.5,15.1
ES,2021-07,115014.8502969697,2.9,15.0
ES,2021-08,113204.16199333331,3.3,14.8
ES,2021-09,114756.2768115942,4.0,14.4
ES,2021-10,125907.94624126985,5.4,13.9
ES,2021-11,123624.89130666666,5.5,13.3
ES,2021-12,121126.44374666667,6.6,13.1
ES,2022-01,112644.65041269842,6.2,13.6
ES,2022-02,113609.59775438598,7.6,13.8
ES,2022-03,113772.64898245614,9.8,13.8
ES,2022-04,122670.81471014494,8.3,13.1
ES,2022-05,122931.92683333333,8.5,12.5
ES,2022-06,126787.97700757577,10.0,12.4
ES,2022-07,128223.19726666667,10.7,12.4
ES,2022-08,131615.12489666668,10.5,12.8
ES,2022-09,134842.8273362319,9.0,13.0
ES,2022-10,146419.83684,7.3,13.0
ES,2022-11,144479.50457142858,6.7,13.0
ES,2022-12,144325.55268000002,5.5,13.0
ES,2023-01,140525.08541333335,5.9,13.6
ES,2023-02,144803.63547936507,6.0,13.6
ES,2023-03,146503.3121122807,3.1,13.0
ES,2023-04,154639.83303636365,3.8,12.1
ES,2023-05,153832.01765079363,2.9,11.6
ES,2023-06,148229.06202424245,1.6,11.4
ES,2023-07,143936.48170476189,2.1,11.7
ES,2023-08,144003.97155396824,2.4,11.9
ES,2023-09,142303.09977391304,3.3,12.1
ES,2023-10,153897.14714385962,3.5,11.9
ES,2023-11,151531.28000303032,3.3,11.7
ES,2023-12,149899.68971333333,3.3,11.7
ES,2024-01,143293.13192407406,3.5,12.3
ES,2024-02,143765.44307666665,2.9,12.4
ES,2024-03,142903.50320370367,3.3,12.2
ES,2024-04,151187.19946190473,3.4,11.6
ES,2024-05,150355.4815333333,3.8,11.2
ES,2024-06,149725.21837575757,3.6,11.1
ES,2024-07,148434.46071500002,2.9,11.2
ES,2024-08,147334.58247878787,2.4,11.3
ES,2024-09,146246.83020151517,1.7,11.1
ES,2024-10,154461.81024000002,1.8,10.8
ES,2024-11,155120.8570909091,2.4,10.5
ES,2024-12,155014.2063,2.8,10.6
ES,2025-01,146894.88916666666,2.9,11.3
ES,2025-02,146683.40916666665,2.9,11.5
ES,2025-03,144212.6642105263,2.2,11.4
ES,2025-04,155786.71525757574,2.2,10.6
ES,2025-05,153321.15537575755,2.0,10.2
ES,2025-06,153831.83270333332,2.3,10.1
ES,2025-07,156320.3313,2.7,10.3
ES,2025-08,159503.56148787882,2.7,10.5
ES,2025-09,164263.98179999998,3.0,10.5
EU27_2020,2000-12,743056.8005250001,4.0,9.1
EU27_2020,2001-01,683664.9798733332,3.5,9.4
EU27_2020,2001-02,669258.1545043478,3.5,9.6
EU27_2020,2001-03,670637.6201933334,3.6,9.5
EU27_2020,2001-04,675045.7952746666,4.0,9.3
EU27_2020,2001-05,661988.5649394202,4.4,9.1
EU27_2020,2001-06,648657.9410093332,4.1,9.1
EU27_2020,2001-07,617401.4950927272,3.7,9.0
EU27_2020,2001-08,647749.9128553029,3.5,9.0
EU27_2020,2001-09,639665.7783411667,3.3,8.9
EU27_2020,2001-10,654409.4986550724,3.2,9.1
EU27_2020,2001-11,629065.7421499998,3.0,9.2
EU27_2020,2001-12,616811.8802634921,3.0,9.4
EU27_2020,2002-01,584120.0147673016,3.4,9.7
EU27_2020,2002-02,613599.2393323333,3.3,9.9
EU27_2020,2002-03,640423.639048254,3.2,9.9
EU27_2020,2002-04,655030.4153864913,3.0,9.6
EU27_2020,2002-05,646324.3750501516,2.6,9.4
EU27_2020,2002-06,635104.5647798413,2.4,9.4
EU27_2020,2002-07,621426.5527895455,2.5,9.5
EU27_2020,2002-08,605554.6205871428,2.5,9.4
EU27_2020,2002-09,611609.4568457142,2.5,9.3
EU27_2020,2002-10,674772.0970295653,2.6,9.5
EU27_2020,2002-11,682317.5192888889,2.5,9.6
EU27_2020,2002-12,677493.136,2.5,9.7
EU27_2020,2003-01,624561.6024093333,2.3,10.1
EU27_2020,2003-02,626607.7085753332,2.5,10.3
EU27_2020,2003-03,620976.9824431745,2.5,10.3
EU27_2020,2003-04,632733.3718694735,2.2,10.0
EU27_2020,2003-05,637052.4070479365,2.0,9.7
EU27_2020,2003-06,643852.3947540908,2.2,9.6
EU27_2020,2003-07,669392.9737909092,2.1,9.6
EU27_2020,2003-08,697991.9358900001,2.2,9.6
EU27_2020,2003-09,725288.8184727273,2.3,9.5
EU27_2020,2003-10,754142.6012580303,2.3,9.7
EU27_2020,2003-11,756124.9273643334,2.4,9.8
EU27_2020,2003-12,756525.878755,2.2,10.0
EU27_2020,2004-01,732501.7920578949,2.1,10.6
EU27_2020,2004-02,745754.1845317461,2.0,10.5
EU27_2020,2004-03,777096.2394107938,2.0,10.5
EU27_2020,2004-04,822779.9369917545,2.3,10.1
EU27_2020,2004-05,823760.2638942857,2.8,9.8
EU27_2020,2004-06,828714.3069678788,2.7,9.7
EU27_2020,2004-07,880468.2909142857,2.7,9.5
EU27_2020,2004-08,889513.6388571427,2.7,9.7
EU27_2020,2004-09,865951.3040424242,2.5,9.8
EU27_2020,2004-10,902258.9871950793,2.7,9.9
EU27_2020,2004-11,911302.4139233334,2.5,10.0
EU27_2020,2004-12,947431.1277925757,2.6,10.0
EU27_2020,2005-01,891256.8689362961,2.1,10.3
EU27_2020,2005-02,936014.9461333334,2.3,10.4
EU27_2020,2005-03,961893.7390186666,2.3,10.3
EU27_2020,2005-04,1009170.7253599999,2.3,9.9
EU27_2020,2005-05,978872.021599855,2.1,9.7
EU27_2020,2005-06,957199.644689697,2.2,9.5
EU27_2020,2005-07,955264.3397153332,2.3,9.2
EU27_2020,2005-08,966894.3696672725,2.3,9.3
EU27_2020,2005-09,976454.8066685713,2.7,9.4
EU27_2020,2005-10,1029563.8694833333,2.6,9.6
EU27_2020,2005-11,1032315.9975455555,2.4,9.5
EU27_2020,2005-12,1056253.2236153332,2.4,9.5
EU27_2020,2006-01,1047398.597856,2.5,9.8
EU27_2020,2006-02,1080380.8922399997,2.5,9.7
EU27_2020,2006-03,1057508.171772,2.3,9.5
EU27_2020,2006-04,1095579.8320168422,2.5,9.0
EU27_2020,2006-05,1110056.2254,2.6,8.6
EU27_2020,2006-06,1089690.060295238,2.6,8.5
EU27_2020,2006-07,1067201.99248,2.5,8.3
EU27_2020,2006-08,1021680.4936630302,2.4,8.3
EU27_2020,2006-09,1012037.7669826666,2.0,8.3
EU27_2020,2006-10,1104885.3937069564,1.7,8.4
EU27_2020,2006-11,1099379.5431466666,2.0,8.4
EU27_2020,2006-12,1080373.018816,2.1,8.3
EU27_2020,2007-01,1012621.0094583335,2.0,8.4
EU27_2020,2007-02,1018822.9942222222,2.0,8.4
EU27_2020,2007-03,1041546.9027833334,2.1,8.0
EU27_2020,2007-04,1067203.9262807018,2.1,7.6
EU27_2020,2007-05,1075131.9729043478,2.1,7.5
EU27_2020,2007-06,1097014.1772333335,2.1,7.3
EU27_2020,2007-07,1139251.544916364,2.0,7.2
EU27_2020,2007-08,1129716.0057539395,2.0,7.2
EU27_2020,2007-09,1131505.8966226669,2.4,7.2
EU27_2020,2007-10,1218287.8412327538,2.9,7.2
EU27_2020,2007-11,1209882.990262,3.4,7.3
EU27_2020,2007-12,1199906.0015279367,3.4,7.4
EU27_2020,2008-01,1157763.492041111,3.7,7.6
EU27_2020,2008-02,1186253.163984,3.7,7.5
EU27_2020,2008-03,1167226.11169,4.0,7.4
EU27_2020,2008-04,1227456.983950877,3.7,7.3
EU27_2020,2008-05,1243006.2642878785,4.1,7.1
EU27_2020,2008-06,1268061.3427507936,4.4,7.2
EU27_2020,2008-07,1254243.235081212,4.5,6.9
EU27_2020,2008-08,1245224.6675220632,4.2,7.0
EU27_2020,2008-09,1273603.4522615871,4.0,7.1
EU27_2020,2008-10,1291293.500104348,3.6,7.3
EU27_2020,2008-11,1318205.6973653336,2.5,7.6
EU27_2020,2008-12,1348834.0279652171,2.0,8.0
EU27_2020,2009-01,1250466.3584604764,1.6,8.8
EU27_2020,2009-02,1239929.174012,1.6,9.2
EU27_2020,2009-03,1254351.595432857,1.1,9.4
EU27_2020,2009-04,1299982.6403073333,1.1,9.3
EU27_2020,2009-05,1366987.1298260316,0.6,9.1
EU27_2020,2009-06,1387548.573587879,0.4,9.1
EU27_2020,2009-07,1374929.7670328573,0.0,9.1
EU27_2020,2009-08,1375599.0538342858,0.4,9.2
EU27_2020,2009-09,1393006.2506954547,0.2,9.4
EU27_2020,2009-10,1396634.7711136509,0.3,9.6
EU27_2020,2009-11,1339321.9742222223,0.9,9.8
EU27_2020,2009-12,1238894.4041600002,1.3,9.9
EU27_2020,2010-01,1114328.2831288888,1.3,10.6
EU27_2020,2010-02,1181413.481629091,1.2,10.7
EU27_2020,2010-03,1158067.1595440002,1.8,10.5
EU27_2020,2010-04,1173961.7771333333,1.8,10.3
EU27_2020,2010-05,1197215.2659898484,1.8,10.0
EU27_2020,2010-06,1210846.7577490911,1.6,9.8
EU27_2020,2010-07,1255121.9940826665,1.9,9.7
EU27_2020,2010-08,1289025.6110884848,1.8,9.6
EU27_2020,2010-09,1296126.1172034782,2.1,9.8
EU27_2020,2010-10,1385149.572782857,2.2,10.0
EU27_2020,2010-11,1415142.0134057144,2.2,10.0
EU27_2020,2010-12,1439026.8520457144,2.5,10.0
EU27_2020,2011-01,1371123.111934035,2.5,10.4
EU27_2020,2011-02,1340865.0226521213,2.6,10.4
EU27_2020,2011-03,1312094.3796196491,2.9,10.3
EU27_2020,2011-04,1302737.511909649,3.0,9.9
EU27_2020,2011-05,1292271.3955891302,3.0,9.8
EU27_2020,2011-06,1277679.7940227273,2.9,9.6
EU27_2020,2011-07,1189118.1864548333,2.7,9.6
EU27_2020,2011-08,1156956.9733427274,2.7,9.7
EU27_2020,2011-09,1212536.9405438094,3.0,9.9
EU27_2020,2011-10,1269474.5168254545,3.1,10.2
EU27_2020,2011-11,1289146.7438285714,3.1,10.5
EU27_2020,2011-12,1367668.4583555001,2.8,10.6
EU27_2020,2012-01,1266280.489438333,2.8,11.1
EU27_2020,2012-02,1226132.2624355555,2.8,11.2
EU27_2020,2012-03,1239979.7298356665,2.8,11.2
EU27_2020,2012-04,1298669.8084782457,2.7,11.0
EU27_2020,2012-05,1333279.5258098552,2.5,10.9
EU27_2020,2012-06,1375117.2358436508,2.5,10.7
EU27_2020,2012-07,1365074.5044206348,2.5,10.7
EU27_2020,2012-08,1371582.495651818,2.7,10.7
EU27_2020,2012-09,1359406.0611666667,2.8,10.9
EU27_2020,2012-10,1421069.789750145,2.7,11.3
EU27_2020,2012-11,1362924.9528590478,2.3,11.5
EU27_2020,2012-12,1361510.7130246668,2.3,11.5
EU27_2020,2013-01,1256188.5115920003,2.0,12.2
EU27_2020,2013-02,1218845.629277143,1.9,12.3
EU27_2020,2013-03,1196170.8013495002,1.7,12.1
EU27_2020,2013-04,1277275.1493881668,1.2,11.8
EU27_2020,2013-05,1274298.6501750003,1.4,11.5
EU27_2020,2013-06,1269734.0874393652,1.5,11.3
EU27_2020,2013-07,1237252.4908454544,1.6,11.1
EU27_2020,2013-08,1211638.6975111112,1.3,11.1
EU27_2020,2013-09,1186160.8296349207,1.0,11.3
EU27_2020,2013-10,1249626.6266076812,0.7,11.4
EU27_2020,2013-11,1297809.9945714036,0.8,11.5
EU27_2020,2013-12,1306798.6911248486,0.8,11.3
EU27_2020,2014-01,1219979.1160973334,0.7,11.9
EU27_2020,2014-02,1246783.228277,0.7,11.9
EU27_2020,2014-03,1264312.5533263492,0.4,11.7
EU27_2020,2014-04,1312414.040994386,0.6,11.3
