99xx_HTS,Mapped_HTS,Revision,Publication_Date
9903.94.53,8706.00.03,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8706.00.05,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8706.00.15,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8706.00.25,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8707,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8707.10.0020,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8707.10.0040,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8707.90.5020,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8707.90.5040,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8707.90.5060,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8707.90.5080,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.10.30,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.10.60,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.21.00,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.22,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.29,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.30,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.40.11,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.40.70,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.40.75,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.50,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.70,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.80,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.91,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.93.60,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.93.75,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.94,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.95,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.99.53,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.99.55,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.99.58,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8708.99.68,hts_2025_revision_24_csv,2025-09-25
9903.94.53,8716.90.50,hts_2025_revision_24_csv,2025-09-25
9903.94.53,9015.10,hts_2025_revision_24_csv,2025-09-25
9903.94.53,9029.10,hts_2025_revision_24_csv,2025-09-25
9903.94.53,9029.20.4080,hts_2025_revision_24_csv,2025-09-25
9903.94.53,9401.20.00,hts_2025_revision_24_csv,2025-09-25
9903.76.01,7407.10.15,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7406.20.00,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7406.10.00,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7407.21.15,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7407.10.50,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7407.10.30,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7407.21.70,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7407.21.50,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7407.21.30,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7407.29.34,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7407.29.16,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7407.21.90,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7407.29.50,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7407.29.40,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7407.29.38,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7408.19.00,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7408.11.60,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7408.11.30,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7408.22.50,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7408.22.10,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7408.21.00,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7409.11.10,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7408.29.50,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7408.29.10,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7409.19.50,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7409.19.10,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7409.11.50,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7409.29.00,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7409.21.00,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7409.19.90,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7409.31.90,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7409.31.50,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7409.31.10,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7409.39.90,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7409.39.50,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7409.39.10,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7409.90.50,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7409.90.10,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7409.40.00,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7410.12.00,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7410.11.00,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7409.90.90,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7410.22.00,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7410.21.60,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7410.21.30,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7411.21.10,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7411.10.50,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7411.10.10,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7411.29.10,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7411.22.00,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7411.21.50,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7412.20.00,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7412.10.00,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7411.29.50,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7413.00.90,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7413.00.50,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7413.00.10,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7415.29.00,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7415.21.00,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7415.10.00,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7415.33.80,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7415.33.10,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7415.33.05,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7418.20.10,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7418.10.00,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7415.39.00,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7419.80.03,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7419.20.00,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7418.20.50,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7419.80.15,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7419.80.09,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7419.80.06,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7419.80.30,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7419.80.17,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7419.80.16,hts_2025_revision_25_csv,2025-10-13
9903.76.01,8544.42.20,hts_2025_revision_25_csv,2025-10-13
9903.76.01,8544.42.10,hts_2025_revision_25_csv,2025-10-13
9903.76.01,7419.80.50,hts_2025_revision_25_csv,2025-10-13
9903.76.01,8544.49.10,hts_2025_revision_25_csv,2025-10-13
9903.76.01,8544.42.90,hts_2025_revision_25_csv,2025-10-13
9903.76.02,9401.61.4011,hts_2025_revision_25_csv,2025-10-13
9903.76.02,9401.61.4031,hts_2025_revision_25_csv,2025-10-13
9903.76.02,9401.61.6011,hts_2025_revision_25_csv,2025-10-13
9903.76.02,9401.61.6031,hts_2025_revision_25_csv,2025-10-13
9903.76.03,9403.40.9060,hts_2025_revision_25_csv,2025-10-13
9903.76.03,9403.60.8093,hts_2025_revision_25_csv,2025-10-13
9903.76.03,9403.91.0080,hts_2025_revision_25_csv,2025-10-13
9903.76.22,9401.61.4011,hts_2025_revision_25_csv,2025-10-13
9903.76.22,9401.61.4031,hts_2025_revision_25_csv,2025-10-13
9903.76.22,9401.61.6011,hts_2025_revision_25_csv,2025-10-13
9903.76.22,9401.61.6031,hts_2025_revision_25_csv,2025-10-13
9903.76.22,9403.40.9060,hts_2025_revision_25_csv,2025-10-13
9903.76.22,9403.60.8093,hts_2025_revision_25_csv,2025-10-13
9903.76.22,9403.91.0080,hts_2025_revision_25_csv,2025-10-13
9903.81.87,7208,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7209,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7210,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7211,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7212,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7225,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7226,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7213,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7214,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7215,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7227,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7228,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7216,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7216.61.00,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7216.69.00,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7216.91.00,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7217,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7229,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7301.10.00,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7302.10,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7302.40.00,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7302.90.00,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7304,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7306,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7305,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7206,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7207,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7224,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7218,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7219,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7220,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7221,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7222,hts_2025_revision_4_csv,2025-03-11
9903.81.87,7223,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7208,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7209,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7210,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7211,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7212,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7225,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7226,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7213,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7214,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7215,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7227,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7228,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7216,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7216.61.00,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7216.69.00,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7216.91.00,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7217,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7229,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7301.10.00,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7302.10,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7302.40.00,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7302.90.00,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7304,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7306,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7305,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7206,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7207,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7224,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7218,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7219,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7220,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7221,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7222,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7223,hts_2025_revision_4_csv,2025-03-11
9903.81.89,7317.00.30,hts_2025_revision_4_csv,2025-03-11
9903.81.89,7317.00.5503,hts_2025_revision_4_csv,2025-03-11
9903.81.89,7317.00.5505,hts_2025_revision_4_csv,2025-03-11
9903.81.89,7317.00.5507,hts_2025_revision_4_csv,2025-03-11
9903.81.89,7317.00.5560,hts_2025_revision_4_csv,2025-03-11
9903.81.89,7317.00.5580,hts_2025_revision_4_csv,2025-03-11
9903.81.89,7317.00.6560,hts_2025_revision_4_csv,2025-03-11
9903.81.89,8708.10.30,hts_2025_revision_4_csv,2025-03-11
9903.81.89,8708.29.21,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7301.20.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7301.20.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7302.30.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.21.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.21.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.22.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.22.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.23.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.29.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.91.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.91.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.91.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.92.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.92.90,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.93.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.93.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.93.90,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.99.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.99.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.99.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7308.10.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7308.20.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7308.30.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7308.30.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7308.40.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7308.90.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7308.90.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7308.90.70,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7308.90.95,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7309.00.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7310.10.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7310.21.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7310.29.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7311.00.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.10.05,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.10.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.10.20,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.10.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.10.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.10.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.10.70,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.10.80,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.10.90,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.90.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7313.00.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.12.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.12.20,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.12.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.12.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.12.90,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.14.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.14.20,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.14.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.14.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.14.90,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.19.01,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.20.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.31.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.31.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.39.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.41.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.42.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.49.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.49.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.50.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.11.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.12.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.19.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.20.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.20.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.81.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.82.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.82.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.82.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.82.70,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.89.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.89.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.89.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.90.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7316.00.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7317.00.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7317.00.20,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7317.00.55,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7317.00.65,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7317.00.75,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.11.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.12.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.13.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.14.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.14.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.15.20,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.15.40,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.15.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.15.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.15.80,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.16.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.19.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.21.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.22.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.23.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.24.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.29.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7319.40.20,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7319.40.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7319.40.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7319.90.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7319.90.90,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7320.10.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7320.10.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7320.10.90,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7320.20.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7320.20.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7320.90.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7320.90.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.11.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.11.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.11.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.12.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.19.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.81.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.81.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.82.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.82.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.89.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.90.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.90.20,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.90.40,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.90.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.90.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7322.19.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7322.90.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7323.10.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7323.93.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7323.94.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7323.99.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7323.99.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7323.99.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7323.99.70,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7323.99.90,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7324.10.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7324.29.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7324.90.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7325.91.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7325.99.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7325.99.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7326.11.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7326.19.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7326.20.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7326.90.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7326.90.25,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7326.90.35,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7326.90.45,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7326.90.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7326.90.86,hts_2025_revision_4_csv,2025-03-11
9903.81.91,8431.31.00,hts_2025_revision_4_csv,2025-03-11
9903.81.91,8431.42.00,hts_2025_revision_4_csv,2025-03-11
9903.81.91,8431.49.10,hts_2025_revision_4_csv,2025-03-11
9903.81.91,8431.49.90,hts_2025_revision_4_csv,2025-03-11
9903.81.91,8432.10.00,hts_2025_revision_4_csv,2025-03-11
9903.81.91,8432.90.00,hts_2025_revision_4_csv,2025-03-11
9903.81.91,8547.90.00,hts_2025_revision_4_csv,2025-03-11
9903.81.91,9403.20.00,hts_2025_revision_4_csv,2025-03-11
9903.81.91,9405.99.20,hts_2025_revision_4_csv,2025-03-11
9903.81.91,9405.99.40,hts_2025_revision_4_csv,2025-03-11
9903.81.91,9406.20.00,hts_2025_revision_4_csv,2025-03-11
9903.81.91,9406.90.01,hts_2025_revision_4_csv,2025-03-11
9903.85.02,7601,hts_2025_revision_4_csv,2025-03-11
9903.85.02,7604,hts_2025_revision_4_csv,2025-03-11
9903.85.02,7605,hts_2025_revision_4_csv,2025-03-11
9903.85.02,7606,hts_2025_revision_4_csv,2025-03-11
9903.85.02,7607,hts_2025_revision_4_csv,2025-03-11
9903.85.02,7608,hts_2025_revision_4_csv,2025-03-11
9903.85.02,7609,hts_2025_revision_4_csv,2025-03-11
9903.85.02,7616.99.51,hts_2025_revision_4_csv,2025-03-11
9903.85.04,7614.10.50,hts_2025_revision_4_csv,2025-03-11
9903.85.04,7614.90.20,hts_2025_revision_4_csv,2025-03-11
9903.85.04,7614.90.40,hts_2025_revision_4_csv,2025-03-11
9903.85.04,7614.90.50,hts_2025_revision_4_csv,2025-03-11
9903.85.04,8708.10.30,hts_2025_revision_4_csv,2025-03-11
9903.85.04,8708.29.21,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.2015,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.2025,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.3015,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.3025,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.5020,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.5040,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.7125,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.7130,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.7155,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.7180,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.9100,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.20.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7616.10.9090,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7616.99.1000,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7616.99.5130,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7616.99.5140,hts_2025_revision_4_csv,2025-03-11
9903.85.08,6603.90.8100,hts_2025_revision_4_csv,2025-03-11
