99xx_HTS,Mapped_HTS,Normalized_HTS,Revision,Publication_Date,effective_pct_delta
9903.81.89,7317.00.5505,731700,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.89,7317.00.5507,731700,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.89,7317.00.5560,731700,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.89,7317.00.5580,731700,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.89,7317.00.6560,731700,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.89,8708.10.30,870810,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.89,8708.29.21,870829,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7301.20.10,730120,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7301.20.50,730120,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7302.30.00,730230,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.21.10,730721,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.21.50,730721,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.22.10,730722,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.22.50,730722,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.23.00,730723,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.29.00,730729,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.91.10,730791,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.91.30,730791,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.91.50,730791,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.92.30,730792,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.92.90,730792,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.93.30,730793,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.93.60,730793,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.93.90,730793,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.99.10,730799,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.99.30,730799,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.99.50,730799,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7308.10.00,730810,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7308.20.00,730820,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7308.30.10,730830,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7308.30.50,730830,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7308.40.00,730840,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7308.90.30,730890,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7308.90.60,730890,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7308.90.70,730890,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7308.90.95,730890,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7309.00.00,730900,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7310.10.00,731010,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7310.21.00,731021,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7310.29.00,731029,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7311.00.00,731100,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.10.05,731210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.10.10,731210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.10.20,731210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.10.30,731210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.10.50,731210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.10.60,731210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.10.70,731210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.10.80,731210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.10.90,731210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.90.00,731290,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7313.00.00,731300,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.12.10,731412,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.12.20,731412,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.12.30,731412,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.12.60,731412,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.12.90,731412,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.14.10,731414,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.14.20,731414,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.14.30,731414,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.14.60,731414,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.14.90,731414,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.19.01,731419,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.20.00,731420,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.31.10,731431,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.31.50,731431,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.39.00,731439,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.41.00,731441,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.42.00,731442,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.49.30,731449,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.49.60,731449,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.50.00,731450,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7315.11.00,731511,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7315.12.00,731512,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7315.19.00,731519,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7315.20.10,731520,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7315.20.50,731520,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7315.81.00,731581,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7315.82.10,731582,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7315.82.30,731582,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7315.82.50,731582,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7315.82.70,731582,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7315.89.10,731589,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7315.89.30,731589,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7315.89.50,731589,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7315.90.00,731590,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7316.00.00,731600,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7317.00.10,731700,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7317.00.20,731700,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7317.00.55,731700,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7317.00.65,731700,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7317.00.75,731700,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7318.11.00,731811,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7318.12.00,731812,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7318.13.00,731813,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7318.14.10,731814,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7318.14.50,731814,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7318.15.20,731815,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7318.15.40,731815,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7318.15.50,731815,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7318.15.60,731815,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7318.15.80,731815,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7318.16.00,731816,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7318.19.00,731819,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7318.21.00,731821,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7318.22.00,731822,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7318.23.00,731823,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7318.24.00,731824,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7318.29.00,731829,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7319.40.20,731940,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7319.40.30,731940,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7319.40.50,731940,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7319.90.10,731990,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7319.90.90,731990,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7320.10.30,732010,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7320.10.60,732010,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7320.10.90,732010,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7320.20.10,732020,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7320.20.50,732020,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7320.90.10,732090,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7320.90.50,732090,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7321.11.10,732111,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7321.11.30,732111,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7321.11.60,732111,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7321.12.00,732112,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7321.19.00,732119,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7321.81.10,732181,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7321.81.50,732181,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7321.82.10,732182,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7321.82.50,732182,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7321.89.00,732189,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7321.90.10,732190,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7321.90.20,732190,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7321.90.40,732190,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7321.90.50,732190,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7321.90.60,732190,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7322.19.00,732219,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7322.90.00,732290,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7323.10.00,732310,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7323.93.00,732393,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7323.94.00,732394,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7323.99.10,732399,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7323.99.30,732399,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7323.99.50,732399,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7323.99.70,732399,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7323.99.90,732399,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7324.10.00,732410,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7324.29.00,732429,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7324.90.00,732490,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7325.91.00,732591,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7325.99.10,732599,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7325.99.50,732599,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7326.11.00,732611,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7326.19.00,732619,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7326.20.00,732620,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7326.90.10,732690,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7326.90.25,732690,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7326.90.35,732690,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7326.90.45,732690,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7326.90.60,732690,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7326.90.86,732690,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.91,8431.31.00,843131,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.91,8431.42.00,843142,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.91,8431.49.10,843149,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.91,8431.49.90,843149,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.91,8432.10.00,843210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.91,8432.90.00,843290,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.91,8547.90.00,854790,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.91,9403.20.00,940320,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.91,9405.99.20,940599,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.91,9405.99.40,940599,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.91,9406.20.00,940620,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.91,9406.90.01,940690,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.02,7601,7601,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.02,7604,7604,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.02,7605,7605,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.02,7606,7606,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.02,7607,7607,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.02,7608,7608,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.02,7609,7609,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.02,7616.99.51,761699,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.04,7614.10.50,761410,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.04,7614.90.20,761490,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.04,7614.90.40,761490,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.04,7614.90.50,761490,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.04,8708.10.30,870810,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.04,8708.29.21,870829,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.07,7615.10.2015,761510,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.07,7615.10.2025,761510,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.07,7615.10.3015,761510,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.07,7615.10.3025,761510,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.07,7615.10.5020,761510,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.07,7615.10.5040,761510,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.07,7615.10.7125,761510,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.07,7615.10.7130,761510,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.07,7615.10.7155,761510,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.07,7615.10.7180,761510,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.07,7615.10.9100,761510,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.07,7615.20.0000,761520,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.07,7616.10.9090,761610,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.07,7616.99.1000,761699,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.07,7616.99.5130,761699,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.07,7616.99.5140,761699,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,6603.90.8100,660390,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.10.3000,830210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.10.6030,830210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.10.6060,830210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.10.6090,830210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.20.0000,830220,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.30.3010,830230,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.30.3060,830230,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.41.3000,830241,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.41.6015,830241,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.41.6045,830241,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.41.6050,830241,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.41.6080,830241,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.42.3010,830242,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.42.3015,830242,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.42.3065,830242,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.49.6035,830249,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.49.6045,830249,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.49.6055,830249,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.49.6085,830249,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.50.0000,830250,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.60.3000,830260,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8302.60.9000,830260,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8305.10.0050,830510,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8306.30.0000,830630,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8414.59.6590,841459,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8415.90.8025,841590,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8415.90.8045,841590,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8415.90.8085,841590,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8418.99.8005,841899,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8418.99.8050,841899,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8418.99.8060,841899,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8419.50.5000,841950,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8419.90.1000,841990,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8422.90.0640,842290,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8424.90.9080,842490,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8473.30.2000,847330,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8473.30.5100,847330,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8479.89.9599,847989,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8479.90.8500,847990,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8479.90.9596,847990,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8481.90.9060,848190,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8481.90.9085,848190,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8486.90.0000,848690,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8487.90.0080,848790,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8503.00.9520,850300,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8508.70.0000,850870,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8513.90.2000,851390,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8515.90.2000,851590,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8516.90.5000,851690,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8516.90.8050,851690,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8517.71.0000,851771,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8517.79.0000,851779,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8529.90.7300,852990,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8529.90.9760,852990,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8536.90.8585,853690,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8538.10.0000,853810,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8541.90.0000,854190,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8543.90.8885,854390,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8547.90.0020,854790,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8547.90.0030,854790,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8547.90.0040,854790,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8708.10.3050,870810,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8708.29.5160,870829,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8708.80.6590,870880,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8708.99.6890,870899,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8716.80.5010,871680,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,8807.30.0060,880730,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9013.90.8000,901390,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9031.90.9195,903190,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9401.99.9081,940199,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9403.99.1040,940399,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9403.99.9010,940399,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9403.99.9015,940399,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9403.99.9020,940399,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9403.99.9040,940399,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9403.99.9045,940399,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9405.99.4020,940599,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9506.11.4080,950611,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9506.51.4000,950651,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9506.51.6000,950651,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9506.59.4040,950659,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9506.70.2090,950670,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9506.91.0010,950691,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9506.91.0020,950691,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9506.91.0030,950691,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9506.99.0510,950699,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9506.99.0520,950699,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9506.99.0530,950699,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9506.99.1500,950699,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9506.99.2000,950699,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9506.99.2580,950699,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9506.99.2800,950699,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9506.99.5500,950699,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9506.99.6080,950699,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9507.30.2000,950730,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9507.30.4000,950730,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9507.30.6000,950730,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9507.30.8000,950730,hts_2025_revision_4_csv,2025-03-11,25.0
9903.85.08,9507.90.6000,950790,hts_2025_revision_4_csv,2025-03-11,25.0
9903.94.01,8703.22.01,870322,hts_2025_revision_6_csv,2025-04-03,25.0
9903.94.01,8703.23.01,870323,hts_2025_revision_6_csv,2025-04-03,25.0
9903.94.01,8703.24.01,870324,hts_2025_revision_6_csv,2025-04-03,25.0
9903.94.01,8703.31.01,870331,hts_2025_revision_6_csv,2025-04-03,25.0
9903.94.01,8703.32.01,870332,hts_2025_revision_6_csv,2025-04-03,25.0
9903.94.01,8703.33.01,870333,hts_2025_revision_6_csv,2025-04-03,25.0
9903.94.01,8703.40.00,870340,hts_2025_revision_6_csv,2025-04-03,25.0
9903.94.01,8703.50.00,870350,hts_2025_revision_6_csv,2025-04-03,25.0
9903.94.01,8703.60.00,870360,hts_2025_revision_6_csv,2025-04-03,25.0
9903.94.01,8703.70.00,870370,hts_2025_revision_6_csv,2025-04-03,25.0
9903.94.01,8703.80.00,870380,hts_2025_revision_6_csv,2025-04-03,25.0
9903.94.01,8703.90.01,870390,hts_2025_revision_6_csv,2025-04-03,25.0
9903.94.01,8704.21.01,870421,hts_2025_revision_6_csv,2025-04-03,25.0
9903.94.01,8704.31.01,870431,hts_2025_revision_6_csv,2025-04-03,25.0
9903.94.01,8704.41.00,870441,hts_2025_revision_6_csv,2025-04-03,25.0
9903.94.01,8704.51.00,870451,hts_2025_revision_6_csv,2025-04-03,25.0
9903.94.01,8704.60.00,870460,hts_2025_revision_6_csv,2025-04-03,25.0
